product_description,store,Sum_dollar_sales,Per_Female_21,Per_male_21,Per_age_21_below,Per_age_22_34,Per_age_35_44,per_age_45_54,per_age_55_64,Per_age_65_above,Per_income_low,Per_income_mid,Per_income_High,Per_asian_21_plus,Per_Hisp_21_plus,Per_AFAM_21_plus,Per_white_21_plus,store_zip_code,Total_Sales_in_the_TA,Product_dollar_sales,Cumm_Sales,Sales_contribution,target_variable
A/JEM COMPLETE PANCAKE MI,265,61.62,0.50999485,0.49000515,0.22909524,0.190118734,0.113537118,0.116388177,0.135371179,0.202172579,0.125482695,0.266664261,4.84E-02,3.81E-02,2.46E-02,2.08E-02,0.691796889,40503,130.51,51850.18,68596.46,1.322974385,0
A/JEM COMPLETE PANCAKE MI,361,68.89,0.50999485,0.49000515,0.22909524,0.190118734,0.113537118,0.116388177,0.135371179,0.202172579,0.125482695,0.266664261,4.84E-02,3.81E-02,2.46E-02,2.08E-02,0.691796889,40503,130.51,51850.18,68726.97,1.325491445,0
A/JEM COMPLETE PANCAKE MI,210,70.93,0.51836304,0.48163696,0.303859728,0.149326903,0.139729484,0.16333179,0.12166845,0.118330911,6.55E-02,0.20916306,6.33E-02,2.24E-02,4.74E-02,0.109931173,0.532728637,30101,128.6,51850.18,68855.57,1.327971668,0
A/JEM COMPLETE PANCAKE MI,216,57.67,0.51836304,0.48163696,0.303859728,0.149326903,0.139729484,0.16333179,0.12166845,0.118330911,6.55E-02,0.20916306,6.33E-02,2.24E-02,4.74E-02,0.109931173,0.532728637,30101,128.6,51850.18,68984.17,1.33045189,0
A/JEM COMPLETE PANCAKE MI,253,128.51,0.54061554,0.45938446,0.311725894,0.164255122,0.117258942,0.126056257,0.13566385,0.140699155,0.250434078,0.13033916,4.63E-03,1.16E-03,6.54E-03,0.417120037,0.253790948,40212,128.51,51850.18,69112.68,1.332930377,0
A/JEM COMPLETE PANCAKE MI,63,127.49,0.519642496,0.480357504,0.212251392,0.221479714,0.136038186,0.128281623,0.12513922,0.177446301,0.259148767,0.18858393,1.13E-02,4.69E-03,4.17E-02,0.105568815,0.635799523,37917,127.49,51850.18,69240.17,1.335389192,0
A/JEM COMPLETE PANCAKE MI,295,127.02,0.493506494,0.506493506,0.220647773,0.218848403,0.11268556,0.118758435,0.144174539,0.182411156,0.165317139,0.244039586,4.72E-02,2.50E-02,4.05E-02,4.16E-02,0.675438596,62902,127.02,51850.18,69367.19,1.337838943,0
A/JEM COMPLETE PANCAKE MI,272,126.5,0.53434841,0.46565159,0.24530215,0.154927673,0.110788157,0.118696769,0.142355009,0.232459105,0.177774774,0.222793024,0.026632419,8.31E-03,1.81E-02,6.04E-02,0.66317426,62966,126.5,51850.18,69493.69,1.340278664,0
A/JEM COMPLETE PANCAKE MI,69,126.31,0.537164934,0.462835066,0.195909166,0.214603838,0.150712047,0.122202672,0.119728377,0.202644746,8.28E-02,0.256474405,0.128553362,7.73E-02,5.15E-02,0.109446308,0.579837246,30328,126.31,51850.18,69620,1.342714722,0
A/JEM COMPLETE PANCAKE MI,372,124.74,0.52849092,0.47150908,0.267114782,0.202461937,0.137647122,0.134299752,0.13313897,0.125364431,8.66E-02,0.252456538,7.26E-02,3.03E-02,1.70E-02,5.09E-02,0.632464097,40515,124.74,51850.18,69744.74,1.345120499,0
A/JEM COMPLETE PANCAKE MI,263,123.62,0.524636641,0.475363359,0.263337387,0.174509597,0.123089938,0.126526728,0.13488077,0.177602707,0.136731349,0.230397081,1.51E-02,5.08E-03,1.85E-02,3.25E-02,0.681224555,40272,123.62,51850.18,69868.36,1.347504676,0
A/JEM COMPLETE PANCAKE MI,15,6.57,0.517865939,0.482134061,0.261066779,0.170040599,0.123253535,0.127733445,0.12902142,0.188352233,0.184908302,0.174856503,2.82E-02,6.19E-03,4.24E-02,0.16351673,0.532941341,30161,123.13,51850.18,69991.49,1.349879403,0
A/JEM COMPLETE PANCAKE MI,218,116.56,0.517865939,0.482134061,0.261066779,0.170040599,0.123253535,0.127733445,0.12902142,0.188352233,0.184908302,0.174856503,2.82E-02,6.19E-03,4.24E-02,0.16351673,0.532941341,30161,123.13,51850.18,70114.62,1.352254129,0
A/JEM COMPLETE PANCAKE MI,37,122.92,0.525936599,0.474063401,0.281456051,0.118903602,0.11173778,0.160890415,0.149828347,0.176148439,6.09E-02,0.200425045,8.21E-02,2.98E-02,3.04E-02,0.193395455,0.470982508,30215,122.92,51850.18,70237.54,1.354624806,0
A/JEM COMPLETE PANCAKE MI,186,119.7,0.518529915,0.481470085,0.289082248,0.148332685,0.128597122,0.170231382,0.131829671,0.129423488,5.82E-02,0.214150301,7.55E-02,1.30E-02,5.64E-02,4.99E-02,0.612118413,30189,119.7,51850.18,70357.24,1.35693338,0
A/JEM COMPLETE PANCAKE MI,224,119.56,0.501258856,0.498741144,0.318801851,0.148173261,0.145461072,0.158204371,0.109584397,0.115666879,6.57E-02,0.207123484,5.77E-02,6.29E-02,7.45E-02,0.113951819,0.460214582,30519,119.56,51850.18,70476.8,1.359239254,0
A/JEM COMPLETE PANCAKE MI,257,117.97,0.405207953,0.594792047,0.245313485,0.180056711,0.162570888,0.153827977,0.115114997,0.140437933,7.38E-02,0.182065217,4.61E-02,4.29E-03,3.47E-02,6.40E-02,0.656269691,40031,117.97,51850.18,70594.77,1.361514463,0
A/JEM COMPLETE PANCAKE MI,286,117.67,0.521762736,0.478237264,0.292781262,0.150134391,0.149622424,0.146934596,0.120056316,0.1390631,8.27E-02,0.250991937,2.21E-02,5.82E-03,1.77E-02,1.19E-02,0.674196851,37188,117.67,51850.18,70712.44,1.363783887,0
A/JEM COMPLETE PANCAKE MI,313,117.47,0.53225529,0.46774471,0.26458061,0.155906043,0.112512124,0.119470333,0.136085691,0.214861047,0.17024417,0.216674398,3.86E-02,1.08E-02,1.43E-02,6.01E-02,0.647619449,62864,117.47,51850.18,70829.91,1.366049452,0
A/JEM COMPLETE PANCAKE MI,323,117.08,0.52637825,0.47362175,0.256776263,0.153809142,0.11106656,0.129109864,0.140978348,0.210184443,0.181315156,0.202325581,1.95E-02,6.17E-03,1.40E-02,2.67E-02,0.688291901,62946,117.08,51850.18,70946.99,1.368307497,0
A/JEM COMPLETE PANCAKE MI,278,83.22,0.51937894,0.48062106,0.291840053,0.180064486,0.122936589,0.126298674,0.117369857,0.159506159,0.150439551,0.197260727,2.02E-02,5.59E-03,8.58E-02,6.75E-02,0.559897484,37160,115.48,51850.18,71062.47,1.370534683,0
A/JEM COMPLETE PANCAKE MI,385,32.26,0.51937894,0.48062106,0.291840053,0.180064486,0.122936589,0.126298674,0.117369857,0.159506159,0.150439551,0.197260727,2.02E-02,5.59E-03,8.58E-02,6.75E-02,0.559897484,37160,115.48,51850.18,71177.95,1.372761869,0
A/JEM COMPLETE PANCAKE MI,230,114.58,0.513563715,0.486436285,0.26853929,0.179942494,0.123447818,0.132768808,0.137445101,0.15858321,0.140351986,0.204461436,2.43E-02,3.03E-03,7.47E-02,9.97E-02,0.576700686,37172,114.58,51850.18,71292.53,1.374971697,0
A/JEM COMPLETE PANCAKE MI,225,114,0.520247555,0.479752445,0.337350008,0.124094983,0.147663409,0.190319477,0.119158524,7.61E-02,3.40E-02,0.171459673,0.136727254,0.172776062,3.05E-02,6.15E-02,0.402511265,30005,114,51850.18,71406.53,1.37717034,0
A/JEM COMPLETE PANCAKE MI,163,113.59,0.535610576,0.464389424,0.280751896,0.131691767,0.114323403,0.161371881,0.148345608,0.162718479,8.47E-02,0.218478619,4.45E-02,5.09E-02,5.38E-02,0.20602946,0.419616357,30078,113.59,51850.18,71520.12,1.379361075,0
A/JEM COMPLETE PANCAKE MI,171,113.5,0.473404255,0.526595745,0.284211581,0.254558205,0.100881587,0.112602685,9.81E-02,0.126127029,0.281807253,9.39E-02,1.03E-02,7.61E-03,2.77E-02,0.430975756,0.254357844,31201,113.5,51850.18,71633.62,1.381550074,0
A/JEM COMPLETE PANCAKE MI,238,112.19,0.502222704,0.497777296,0.276819322,0.160288582,0.124529486,0.131195107,0.134802384,0.171267252,0.162876412,0.200595985,2.16E-02,8.63E-03,2.12E-02,7.36E-02,0.615511292,40033,112.19,51850.18,71745.81,1.383713808,0
A/JEM COMPLETE PANCAKE MI,87,111.81,0.543002876,0.456997124,0.350336659,0.176225896,0.116332358,0.117777699,0.108753129,0.121197166,0.239256883,0.10371206,3.84E-03,3.70E-03,2.16E-02,0.49233264,0.133887968,31206,111.81,51850.18,71857.62,1.385870213,0
A/JEM COMPLETE PANCAKE MI,284,111.6,0.527570021,0.472429979,0.253609518,0.163746968,0.120163246,0.124321411,0.139953028,0.200823933,0.186000847,0.208408732,1.68E-02,6.47E-03,1.48E-02,6.79E-02,0.654256343,42431,111.6,51850.18,71969.22,1.388022568,0
A/JEM COMPLETE PANCAKE MI,282,111.09,0.53009009,0.46990991,0.292753377,0.103219777,9.73E-02,0.167360462,0.16302778,0.176705463,4.26E-02,0.207034237,0.12904596,0.102200323,1.32E-02,2.13E-02,0.573273299,40513,111.09,51850.18,72080.31,1.390165087,0
A/JEM COMPLETE PANCAKE MI,114,111.02,0.5260631,0.4739369,0.157826781,0.355509497,0.188916449,0.10155958,8.99E-02,0.109544358,0.115252625,0.329584452,0.116068091,9.69E-02,4.56E-02,0.245557405,0.45717101,30339,111.02,51850.18,72191.33,1.392306256,0
A/JEM COMPLETE PANCAKE MI,134,110.5,0.511822258,0.488177742,0.257398017,0.222634274,0.124322006,0.113600242,0.117157345,0.15853074,0.152753601,0.18549913,3.10E-02,1.89E-02,3.85E-02,0.341809834,0.346704004,31405,110.5,51850.18,72301.83,1.394437396,0
A/JEM COMPLETE PANCAKE MI,195,110.42,0.523043537,0.476956463,0.275476958,0.179517936,0.125930008,0.139416141,0.124681893,0.152821228,0.122088405,0.202972785,4.46E-02,7.80E-03,5.73E-02,0.176259867,0.495631595,30263,110.42,51850.18,72412.25,1.396566994,0
A/JEM COMPLETE PANCAKE MI,334,110.4,0.505106284,0.494893716,0.264706602,0.239414916,0.108871658,0.107404055,0.107355135,0.155786024,0.211506005,0.190225766,2.26E-02,1.29E-02,4.42E-02,1.98E-02,0.662084485,38501,110.4,51850.18,72522.65,1.398696205,0
A/JEM COMPLETE PANCAKE MI,261,109.31,0.522241651,0.477758349,0.279263494,0.170017214,0.131132423,0.13509775,0.122494774,0.162486167,0.11788393,0.21584901,3.86E-02,7.81E-03,7.32E-02,5.64E-02,0.606541252,40065,109.31,51850.18,72631.96,1.400804395,0
A/JEM COMPLETE PANCAKE MI,345,107.81,0.523457601,0.476542399,0.274456846,0.174842118,0.129066211,0.129920165,0.120288358,0.170453191,0.130992573,0.205961791,3.84E-02,7.92E-03,3.68E-02,6.91E-02,0.617369027,37087,107.81,51850.18,72739.77,1.402883654,0
A/JEM COMPLETE PANCAKE MI,136,107.5,0.536020325,0.463979675,0.245271368,0.136106597,0.108449789,0.130191745,0.15398115,0.229346766,8.88E-02,0.21121222,6.66E-02,2.97E-02,5.17E-02,0.323464413,0.358563536,30214,107.5,51850.18,72847.27,1.404956936,0
A/JEM COMPLETE PANCAKE MI,9,106.55,0.540194002,0.459805998,0.270681991,0.191694676,0.111406267,0.117044346,0.128212078,0.175051502,0.129919766,0.208093896,3.98E-02,2.13E-02,4.68E-02,0.246449095,0.421446384,31406,106.55,51850.18,72953.82,1.407011895,0
A/JEM COMPLETE PANCAKE MI,299,106.3,0.509050082,0.490949918,0.237917445,0.149087326,0.115380626,0.134930512,0.145924082,0.220389961,0.222412363,0.172785729,1.83E-02,3.16E-03,1.94E-02,1.19E-02,0.72640531,42633,106.3,51850.18,73060.12,1.409062032,0
A/JEM COMPLETE PANCAKE MI,60,106.15,0.541948382,0.458051618,0.237633366,0.296328114,0.119107662,0.105029791,0.100124706,0.13124567,0.220230012,0.224996536,1.66E-02,2.18E-02,2.52E-02,0.420423999,0.288901205,29210,106.15,51850.18,73166.27,1.411109277,0
A/JEM COMPLETE PANCAKE MI,117,104.89,0.557743063,0.442256937,0.299035048,0.171091445,9.66E-02,0.107344633,0.126643668,0.184690765,0.210889456,0.167941603,2.57E-02,4.15E-03,1.29E-02,0.396380181,0.285735713,29204,104.89,51850.18,73271.16,1.413132221,0
A/JEM COMPLETE PANCAKE MI,346,104.12,0.519284315,0.480715685,0.246474222,0.147363922,0.113446521,0.133571623,0.139671316,0.223396402,0.190838805,0.19724931,1.22E-02,3.03E-03,1.54E-02,1.31E-02,0.719491822,38583,104.12,51850.18,73375.28,1.415140314,0
A/JEM COMPLETE PANCAKE MI,173,103.9,0.517942751,0.482057249,0.280764596,0.154291644,0.114488484,0.133235137,0.138490894,0.167882967,0.108161489,0.225830209,3.91E-02,7.90E-03,1.40E-02,0.183516336,0.504151044,35811,103.9,51850.18,73479.18,1.417144164,0
A/JEM COMPLETE PANCAKE MI,47,103.21,0.516233485,0.483766515,0.274869494,0.167487788,0.127738527,0.158347135,0.14998218,0.120358917,8.31E-02,0.221493113,8.83E-02,4.35E-02,3.31E-02,0.113629217,0.537642299,35758,103.21,51850.18,73582.39,1.419134707,0
A/JEM COMPLETE PANCAKE MI,356,102.73,0.513119338,0.486880662,0.289460718,0.20528633,0.118982151,0.117551695,0.109811339,0.140629719,0.157079962,0.20163072,2.88E-02,8.81E-03,1.50E-02,3.57E-02,0.647281339,40475,102.73,51850.18,73685.12,1.421115992,0
A/JEM COMPLETE PANCAKE MI,33,102.51,0.517679368,0.482320632,0.22777428,0.238841579,0.142913947,0.118592399,0.113423241,0.158852182,0.126843169,0.272341695,4.75E-02,3.45E-02,4.78E-02,4.24E-02,0.656052222,37923,102.51,51850.18,73787.63,1.423093035,0
A/JEM COMPLETE PANCAKE MI,382,101.34,0.491244676,0.508755324,0.282895375,0.238776302,0.118103365,0.112624842,0.11102492,0.129787647,0.309997091,8.93E-02,6.93E-03,7.47E-03,1.69E-02,0.410598274,0.27678658,40203,101.34,51850.18,73888.97,1.425047512,0
A/JEM COMPLETE PANCAKE MI,62,100.1,0.546980451,0.453019549,0.302731424,0.172150932,0.139853097,0.147597631,0.110923961,0.120682769,9.56E-02,0.217037976,3.66E-02,2.95E-02,4.94E-02,0.35456424,0.274340586,30253,100.1,51850.18,73989.07,1.426978074,0
A/JEM COMPLETE PANCAKE MI,360,100.05,0.52690167,0.47309833,0.263628751,0.156802256,0.110748755,0.130624477,0.134546737,0.204530431,0.20179807,0.203428672,1.50E-02,5.29E-03,1.37E-02,2.23E-02,0.689127848,38464,100.05,51850.18,74089.12,1.428907672,0
A/JEM COMPLETE PANCAKE MI,181,99.2,0.540596425,0.459403575,0.285592358,0.171125628,0.114532384,0.124347569,0.12493845,0.175754194,0.157305584,0.18586482,3.16E-02,1.33E-02,2.39E-02,0.200800972,0.476512491,30240,99.2,51850.18,74188.32,1.430820877,0
A/JEM COMPLETE PANCAKE MI,369,99.06,0.501897512,0.498102488,0.270413662,0.276034154,0.107966509,0.106059852,9.21E-02,0.115725773,0.164386968,0.199801045,3.94E-02,1.75E-02,5.69E-02,0.144325624,0.518030341,37130,99.06,51850.18,74287.38,1.432731381,0
A/JEM COMPLETE PANCAKE MI,59,98.99,0.552498998,0.447501002,0.336385396,0.168705596,0.163918544,0.130238213,9.85E-02,9.70E-02,7.72E-02,0.244215645,3.99E-02,3.36E-02,3.59E-02,0.345085673,0.254093689,29229,98.99,51850.18,74386.37,1.434640535,0
A/JEM COMPLETE PANCAKE MI,121,98.76,0.540366874,0.459633126,0.265122537,0.126836732,0.109241037,0.159258185,0.160656343,0.182024428,7.93E-02,0.226290659,5.87E-02,3.76E-02,3.38E-02,0.429762313,0.233703538,30087,98.76,51850.18,74485.13,1.436545254,0
A/JEM COMPLETE PANCAKE MI,67,98.66,0.553000395,0.446999605,0.281520352,0.156148064,0.115870089,0.121862147,0.127712381,0.196780598,0.187845696,0.170862289,2.60E-02,1.17E-02,1.65E-02,0.292937172,0.396929514,31021,98.66,51850.18,74583.79,1.438448044,0
A/JEM COMPLETE PANCAKE MI,219,96.35,0.541137753,0.458862247,0.246238142,0.17986043,0.149602006,0.124304874,0.104296151,0.201940901,6.11E-02,0.230536474,0.135017991,0.105359285,2.59E-02,8.92E-02,0.538136517,30338,96.35,51850.18,74680.14,1.440306282,0
A/JEM COMPLETE PANCAKE MI,256,91.69,0.534527765,0.465472235,0.237905778,0.197847907,0.120173614,0.111583326,0.137535039,0.198480875,0.107514242,0.268830817,4.83E-02,2.36E-02,3.59E-02,6.36E-02,0.648250294,40242,91.69,51850.18,74771.83,1.442074647,0
A/JEM COMPLETE PANCAKE MI,84,88.87,0.527919296,0.472080704,0.296612587,0.198948119,0.132929221,0.125476912,0.115689071,0.127634159,0.120003566,0.224157604,4.37E-02,2.88E-02,5.26E-02,0.195328936,0.434391157,31088,88.87,51850.18,74860.7,1.443788623,0
A/JEM COMPLETE PANCAKE MI,50,87.77,0.516441729,0.483558271,0.231047624,0.209620593,0.113079117,0.117920571,0.12621336,0.180883446,0.201423675,0.202286509,2.65E-02,4.96E-03,2.07E-02,3.48E-02,0.709464804,37920,87.77,51850.18,74948.47,1.445481385,0
A/JEM COMPLETE PANCAKE MI,311,87.71,0.5178452,0.4821548,0.184257514,0.260986013,0.13465926,0.119085408,0.138875112,0.167542902,0.182323182,0.249776808,5.96E-02,2.60E-02,2.75E-02,8.96E-02,0.675329828,40206,87.71,51850.18,75036.18,1.44717299,0
A/JEM COMPLETE PANCAKE MI,285,87.41,0.556318067,0.443681933,0.202814668,0.201585728,0.111437066,0.121585728,0.14802775,0.222755203,6.93E-02,0.220852329,0.170426165,2.72E-02,1.34E-02,2.16E-02,0.736372646,37205,87.41,51850.18,75123.59,1.448858808,0
A/JEM COMPLETE PANCAKE MI,46,86.7,0.537257786,0.462742214,0.262518003,0.236387782,0.132914352,0.117258665,0.114621327,0.134616464,0.127920244,0.232403718,3.49E-02,3.02E-02,6.27E-02,0.252529787,0.406131343,31419,86.7,51850.18,75210.29,1.450530934,0
A/JEM COMPLETE PANCAKE MI,376,86.2,0.522080435,0.477919565,0.254520746,0.156201464,0.121200355,0.139338806,0.138895052,0.19189594,0.149628356,0.226259152,2.69E-02,3.52E-03,1.47E-02,3.31E-02,0.692727979,40391,86.2,51850.18,75296.49,1.452193416,0
A/JEM COMPLETE PANCAKE MI,13,86.12,0.321296296,0.678703704,0.236569274,0.292884072,0.143025448,0.16399623,7.78E-02,4.62E-02,0.111687088,0.160461828,5.58E-02,2.99E-02,4.05E-02,0.462770971,0.240810556,30303,86.12,51850.18,75382.61,1.453854355,0
A/JEM COMPLETE PANCAKE MI,86,85.47,0.513786366,0.486213634,0.322373422,0.276425156,0.112369744,9.54E-02,9.52E-02,8.92E-02,0.142871154,0.212749785,1.29E-02,2.04E-02,8.66E-02,0.301777614,0.29336766,31313,85.47,51850.18,75468.08,1.455502758,0
A/JEM COMPLETE PANCAKE MI,123,84.99,0.527053232,0.472946768,0.299975144,0.141163649,0.136766027,0.145905432,0.125561653,0.14969121,4.49E-02,0.225770062,9.36E-02,3.72E-02,3.36E-02,0.103229384,0.533259402,30809,84.99,51850.18,75553.07,1.457141904,0
A/JEM COMPLETE PANCAKE MI,203,82.72,0.511043581,0.488956419,0.280253928,0.14422128,0.134245552,0.160598544,0.131711611,0.147955509,6.93E-02,0.237256942,4.85E-02,1.71E-02,8.69E-02,4.15E-02,0.612226934,30542,82.72,51850.18,75635.79,1.45873727,0
A/JEM COMPLETE PANCAKE MI,226,82.52,0.524981967,0.475018033,0.251754165,0.171170523,0.126065993,0.131733295,0.135907308,0.184502177,0.119948904,0.223291713,4.84E-02,5.81E-03,4.69E-02,9.06E-02,0.613274082,37066,82.52,51850.18,75718.31,1.460328778,0
A/JEM COMPLETE PANCAKE MI,336,82.33,0.516673792,0.483326208,0.267115776,0.157449475,0.127212909,0.128936237,0.135516215,0.183299389,0.190662698,0.17593608,1.11E-02,2.51E-03,1.02E-02,3.29E-03,0.710324299,40380,82.33,51850.18,75800.64,1.461916622,0
A/JEM COMPLETE PANCAKE MI,206,81.05,0.511283658,0.488716342,0.250204276,0.162808117,0.119739888,0.142312406,0.138873757,0.187287212,0.115722457,0.220379954,3.53E-02,6.37E-03,2.86E-02,6.03E-03,0.71414953,30534,81.05,51850.18,75881.69,1.46347978,0
A/JEM COMPLETE PANCAKE MI,108,80.23,0.535506923,0.464493077,0.152810811,0.107459459,8.88E-02,0.119837838,0.182594595,0.363243243,0.187351351,0.263513514,2.70E-02,1.12E-02,2.18E-02,1.34E-02,0.80027027,29575,80.23,51850.18,75961.92,1.465027122,0
A/JEM COMPLETE PANCAKE MI,30,80.02,0.556552419,0.443447581,0.287663363,0.15388482,0.10591699,0.117693523,0.13083441,0.204222318,0.218512136,0.189501652,1.36E-02,7.90E-03,1.72E-02,0.285796352,0.39638087,31501,80.02,51850.18,76041.94,1.466570415,0
A/JEM COMPLETE PANCAKE MI,132,79.74,0.509343434,0.490656566,0.123845345,0.103158361,7.77E-02,0.105204934,0.198351679,0.414735328,0.184302229,0.270147685,4.35E-02,8.35E-03,4.44E-02,3.32E-02,0.797002047,29582,79.74,51850.18,76121.68,1.468108307,0
A/JEM COMPLETE PANCAKE MI,188,79.17,0.517936769,0.482063231,0.252237909,0.103634725,0.103905077,0.152988886,0.166686693,0.227936317,5.91E-02,0.190627816,0.136347251,5.78E-02,2.96E-02,4.93E-02,0.618774407,30068,79.17,51850.18,76200.85,1.469635207,0
A/JEM COMPLETE PANCAKE MI,192,79.08,0.520685893,0.479314107,0.313851941,0.152818564,0.147617128,0.144123913,0.109114988,0.130055085,9.46E-02,0.201838736,5.40E-02,5.44E-02,0.114201263,9.21E-02,0.472370972,30518,79.08,51850.18,76279.93,1.47116037,0
A/JEM COMPLETE PANCAKE MI,61,78.95,0.517133415,0.482866585,0.262790101,0.18572894,0.103282472,0.115912296,0.140594948,0.188870368,0.321259136,8.47E-02,6.73E-03,2.63E-03,1.10E-02,0.61943839,0.101936146,30901,78.95,51850.18,76358.88,1.472683026,0
A/JEM COMPLETE PANCAKE MI,51,78.28,0.532662508,0.467337492,0.26881309,0.170987963,0.125636422,0.123370317,0.130433503,0.180729274,0.155919833,0.22825863,2.90E-02,6.86E-03,4.52E-02,0.160363754,0.523264369,29841,78.28,51850.18,76437.16,1.474192761,0
A/JEM COMPLETE PANCAKE MI,320,78.14,0.528105418,0.471894582,0.263397251,0.171864924,0.121907348,0.132428305,0.134634312,0.176310877,0.159273715,0.209842186,2.33E-02,6.01E-03,2.99E-02,4.10E-02,0.66438147,37055,78.14,51850.18,76515.3,1.475699795,0
A/JEM COMPLETE PANCAKE MI,40,76.13,0.527578842,0.472421158,0.2074883,0.231154778,0.122680652,0.11441564,0.129352408,0.197497262,0.165366615,0.216483553,8.69E-02,2.55E-02,3.41E-02,4.01E-02,0.698443257,37919,76.13,51850.18,76591.43,1.477168064,0
A/JEM COMPLETE PANCAKE MI,262,72.97,0.510973346,0.489026654,0.283164599,0.196302106,0.102737773,0.109368316,0.12001521,0.182137934,0.180593184,0.194448405,1.88E-02,9.08E-03,2.30E-02,0.177717572,0.506369124,42240,72.97,51850.18,76664.4,1.478575388,0
A/JEM COMPLETE PANCAKE MI,115,72.22,0.527450152,0.472549848,0.291804974,0.154840289,0.143358546,0.1524732,0.122326822,0.13492409,6.09E-02,0.24443598,6.02E-02,3.09E-02,4.46E-02,9.88E-02,0.547205746,30265,72.22,51850.18,76736.62,1.479968247,0
A/JEM COMPLETE PANCAKE MI,1,72.01,0.521100413,0.478899587,0.243349015,0.142220742,0.121154086,0.143219951,0.143844456,0.210500021,0.125317457,0.234023065,1.50E-02,4.70E-03,1.06E-02,5.66E-03,0.735001457,37865,72.01,51850.18,76808.63,1.481357056,0
A/JEM COMPLETE PANCAKE MI,137,37.42,0.532063645,0.467936355,0.239003807,0.23405036,0.131770857,0.113745815,0.112369857,0.168463056,0.220520112,0.242168509,8.44E-03,1.22E-02,4.84E-02,7.60E-02,0.628308031,37912,71.56,51850.18,76880.19,1.482737186,0
A/JEM COMPLETE PANCAKE MI,157,34.14,0.532063645,0.467936355,0.239003807,0.23405036,0.131770857,0.113745815,0.112369857,0.168463056,0.220520112,0.242168509,8.44E-03,1.22E-02,4.84E-02,7.60E-02,0.628308031,37912,71.56,51850.18,76951.75,1.484117316,0
A/JEM COMPLETE PANCAKE MI,228,70.98,0.539355696,0.460644304,0.243625707,0.161440234,0.110613356,0.123550345,0.152313167,0.216286372,8.69E-02,0.247477496,0.085702324,2.84E-02,3.54E-02,7.01E-02,0.630856186,40223,70.98,51850.18,77022.73,1.485486261,0
A/JEM COMPLETE PANCAKE MI,211,70.8,0.53078597,0.46921403,0.239745025,0.165393412,0.100238431,0.12349764,0.135613839,0.236436183,0.185927692,0.207386502,1.99E-02,6.67E-03,3.20E-02,3.31E-03,0.718748479,38555,70.8,51850.18,77093.53,1.486851733,0
A/JEM COMPLETE PANCAKE MI,242,70.17,0.538804071,0.461195929,0.258898405,0.156831932,0.110945235,0.130745659,0.131059951,0.213326,0.262434195,0.150388937,9.04E-03,4.16E-03,9.82E-03,2.71E-02,0.689636206,40965,70.17,51850.18,77163.7,1.488205055,0
A/JEM COMPLETE PANCAKE MI,96,67.73,0.514867216,0.485132784,0.307248808,0.162097944,0.141621678,0.135856177,0.103656726,0.14826074,0.103936265,0.188304768,5.60E-02,1.09E-02,8.24E-02,4.93E-02,0.580568513,30114,67.73,51850.18,77231.43,1.489511319,0
A/JEM COMPLETE PANCAKE MI,328,67,0.507383343,0.492616657,0.300413223,0.161432507,0.121625344,0.121487603,0.126997245,0.166115702,0.155509642,0.187741047,3.15E-02,4.82E-03,4.67E-02,1.60E-02,0.641184573,41008,67,51850.18,77298.43,1.490803503,0
A/JEM COMPLETE PANCAKE MI,158,66.17,0.516497413,0.483502587,0.24009901,0.144321491,0.115783343,0.145282469,0.154571928,0.20364007,0.15366919,0.222306348,1.86E-02,4.02E-03,2.11E-02,5.85E-03,0.728567268,37876,66.17,51850.18,77364.6,1.49207968,0
A/JEM COMPLETE PANCAKE MI,374,66.1,0.519180754,0.480819246,0.278639828,0.164393199,0.105843268,0.118155169,0.135548173,0.192808286,0.189017002,0.193941763,1.47E-02,6.45E-03,1.27E-02,3.47E-02,0.6642564,42718,66.1,51850.18,77430.7,1.493354507,0
A/JEM COMPLETE PANCAKE MI,126,66.07,0.522268255,0.477731745,0.317637705,0.280666107,0.101462079,7.54E-02,7.49E-02,0.101594593,0.202747471,0.155771015,2.32E-02,4.71E-02,3.64E-02,0.141680286,0.464574407,30605,66.07,51850.18,77496.77,1.494628755,0
A/JEM COMPLETE PANCAKE MI,386,16,0.519066372,0.480933628,0.209816572,0.138570525,9.84E-02,0.119291588,0.160885515,0.282125237,0.114332701,0.251865908,6.49E-02,1.86E-02,2.67E-02,0.108209994,0.6400253,29803,64.72,51850.18,77561.49,1.495876967,0
A/JEM COMPLETE PANCAKE MI,64,48.72,0.519066372,0.480933628,0.209816572,0.138570525,9.84E-02,0.119291588,0.160885515,0.282125237,0.114332701,0.251865908,6.49E-02,1.86E-02,2.67E-02,0.108209994,0.6400253,29803,64.72,51850.18,77626.21,1.497125179,0
A/JEM COMPLETE PANCAKE MI,133,64.63,0.533704942,0.466295058,0.297986122,0.146814838,0.14485835,0.150466948,0.126389106,0.130458601,7.19E-02,0.250586946,4.56E-02,1.93E-02,1.68E-02,0.161736318,0.504095581,29063,64.63,51850.18,77690.84,1.498371655,0
A/JEM COMPLETE PANCAKE MI,130,62.02,0.506799015,0.493200985,0.277863574,0.184387657,0.122002389,0.124828812,0.118185262,0.169468807,0.184620764,0.17643288,2.14E-02,4.23E-03,0.109997378,0.185815438,0.441329876,35601,62.02,51850.18,77752.86,1.499567793,0
